"Year","Month","Product","State","Requirement (in Million Tonnes)","Availability (in Million Tonnes)"
"2012-13","October","MOP","Uttaranchal","2000.00","0.00"
"2012-13","October","NPK","Uttaranchal","6000.00","1361.10"
"2012-13","October","TSP","Uttaranchal","0.00","0.00"
"2012-13","October","UREA","Uttaranchal","5000.00","2687.25"
"2012-13","October","DAP","West Bengal","24530.00","44726.35"
"2012-13","October","MAP","West Bengal","0.00","0.00"
"2012-13","October","MOP","West Bengal","24840.00","35166.20"
"2012-13","October","NPK","West Bengal","56740.00","38808.60"
"2012-13","October","TSP","West Bengal","0.00","7377.55"
"2012-13","October","UREA","West Bengal","78000.00","14175.52"
"2012-13","November","DAP","Andaman & Nicobar","0.00","0.00"
"2012-13","November","MAP","Andaman & Nicobar","0.00","0.00"
"2012-13","November","MOP","Andaman & Nicobar","0.00","0.00"
"2012-13","November","NPK","Andaman & Nicobar","0.00","0.00"
"2012-13","November","TSP","Andaman & Nicobar","0.00","0.00"
"2012-13","November","UREA","Andaman & Nicobar","0.00","0.00"
"2012-13","November","DAP","Andhra Pradesh","100000.00","93404.00"
"2012-13","November","MAP","Andhra Pradesh","0.00","17.85"
"2012-13","November","MOP","Andhra Pradesh","75000.00","45191.96"
"2012-13","November","NPK","Andhra Pradesh","300000.00","169378.98"
"2012-13","November","TSP","Andhra Pradesh","0.00","0.00"
"2012-13","November","UREA","Andhra Pradesh","300000.00","44754.20"
"2012-13","November","DAP","Arunachal Pradesh","60.00","0.00"
"2012-13","November","MAP","Arunachal Pradesh","0.00","0.00"
"2012-13","November","MOP","Arunachal Pradesh","30.00","0.00"
"2012-13","November","NPK","Arunachal Pradesh","0.00","0.00"
"2012-13","November","TSP","Arunachal Pradesh","0.00","0.00"
"2012-13","November","UREA","Arunachal Pradesh","50.00","0.00"
"2012-13","November","DAP","Assam","5200.00","3788.90"
"2012-13","November","MAP","Assam","0.00","0.00"
"2012-13","November","MOP","Assam","11700.00","14492.80"
"2012-13","November","NPK","Assam","2600.00","2003.10"
"2012-13","November","TSP","Assam","0.00","0.00"
"2012-13","November","UREA","Assam","21000.00","1716.15"
"2012-13","November","DAP","Bihar","100000.00","86781.50"
"2012-13","November","MAP","Bihar","0.00","71.65"
"2012-13","November","MOP","Bihar","60000.00","2422.95"
"2012-13","November","NPK","Bihar","75000.00","27290.05"
"2012-13","November","TSP","Bihar","0.00","7673.75"
"2012-13","November","UREA","Bihar","250000.00","18630.85"
"2012-13","November","DAP","Chandigarh","0.00","0.00"
"2012-13","November","MAP","Chandigarh","0.00","0.00"
"2012-13","November","MOP","Chandigarh","0.00","0.00"
"2012-13","November","NPK","Chandigarh","0.00","0.00"
"2012-13","November","TSP","Chandigarh","0.00","0.00"
"2012-13","November","UREA","Chandigarh","0.00","0.00"
"2012-13","November","DAP","Chattishgarh","20000.00","32524.25"
"2012-13","November","MAP","Chattishgarh","0.00","0.00"
"2012-13","November","MOP","Chattishgarh","8000.00","16070.50"
"2012-13","November","NPK","Chattishgarh","10000.00","5459.40"
"2012-13","November","TSP","Chattishgarh","0.00","3858.25"
"2012-13","November","UREA","Chattishgarh","40000.00","7764.55"
"2012-13","November","DAP","Dadra & Nagar Haveli","80.00","11.35"
"2012-13","November","MAP","Dadra & Nagar Haveli","0.00","0.00"
"2012-13","November","MOP","Dadra & Nagar Haveli","30.00","0.00"
"2012-13","November","NPK","Dadra & Nagar Haveli","0.00","0.00"
"2012-13","November","TSP","Dadra & Nagar Haveli","0.00","0.00"
"2012-13","November","UREA","Dadra & Nagar Haveli","90.00","6.30"
"2012-13","November","DAP","Daman & Diu","0.00","0.00"
"2012-13","November","MAP","Daman & Diu","0.00","0.00"
"2012-13","November","MOP","Daman & Diu","0.00","0.00"
"2012-13","November","NPK","Daman & Diu","0.00","0.00"
"2012-13","November","TSP","Daman & Diu","0.00","0.00"
"2012-13","November","UREA","Daman & Diu","0.00","0.00"
"2012-13","November","DAP","Delhi","1300.00","0.00"
"2012-13","November","MAP","Delhi","0.00","0.00"
"2012-13","November","MOP","Delhi","400.00","0.00"
"2012-13","November","NPK","Delhi","800.00","0.00"
"2012-13","November","TSP","Delhi","0.00","0.00"
"2012-13","November","UREA","Delhi","1500.00","0.00"
"2012-13","November","DAP","Goa","100.00","0.00"
"2012-13","November","MAP","Goa","0.00","0.00"
"2012-13","November","MOP","Goa","50.00","0.00"
"2012-13","November","NPK","Goa","550.00","0.00"
"2012-13","November","TSP","Goa","0.00","0.00"
"2012-13","November","UREA","Goa","350.00","0.00"
"2012-13","November","DAP","Gujarat","110000.00","51374.49"
"2012-13","November","MAP","Gujarat","0.00","0.00"
"2012-13","November","MOP","Gujarat","21000.00","6516.80"
"2012-13","November","NPK","Gujarat","68200.00","42138.10"
"2012-13","November","TSP","Gujarat","0.00","6313.85"
"2012-13","November","UREA","Gujarat","230000.00","41269.86"
"2012-13","November","DAP","Harayana","100000.00","64759.65"
"2012-13","November","MAP","Harayana","0.00","0.00"
"2012-13","November","MOP","Harayana","10000.00","3089.85"
"2012-13","November","NPK","Harayana","10000.00","5006.00"
"2012-13","November","TSP","Harayana","0.00","0.00"
"2012-13","November","UREA","Harayana","325000.00","17338.40"
"2012-13","November","DAP","Himachal Pradesh","0.00","0.00"
"2012-13","November","MAP","Himachal Pradesh","0.00","0.00"
"2012-13","November","MOP","Himachal Pradesh","2500.00","2121.40"
"2012-13","November","NPK","Himachal Pradesh","5000.00","166.00"
"2012-13","November","TSP","Himachal Pradesh","0.00","0.00"
"2012-13","November","UREA","Himachal Pradesh","5000.00","35.95"
"2012-13","November","DAP","Jammu & Kashmir","16540.00","5755.80"
"2012-13","November","MAP","Jammu & Kashmir","0.00","0.00"
"2012-13","November","MOP","Jammu & Kashmir","8400.00","1889.15"
"2012-13","November","NPK","Jammu & Kashmir","0.00","0.00"
"2012-13","November","TSP","Jammu & Kashmir","0.00","0.00"
"2012-13","November","UREA","Jammu & Kashmir","24430.00","3085.20"
"2012-13","November","DAP","Jharkhand","13000.00","12650.95"
"2012-13","November","MAP","Jharkhand","0.00","0.00"
"2012-13","November","MOP","Jharkhand","2500.00","163.25"
"2012-13","November","NPK","Jharkhand","20000.00","3667.20"
"2012-13","November","TSP","Jharkhand","0.00","0.00"
"2012-13","November","UREA","Jharkhand","22500.00","6868.05"
"2012-13","November","DAP","Karnataka","50000.00","56780.64"
"2012-13","November","MAP","Karnataka","0.00","20.20"
"2012-13","November","MOP","Karnataka","55000.00","50844.45"
"2012-13","November","NPK","Karnataka","100000.00","108280.56"
"2012-13","November","TSP","Karnataka","0.00","11905.40"
"2012-13","November","UREA","Karnataka","155000.00","21743.67"
"2012-13","November","DAP","Kerala","5000.00","1408.55"
"2012-13","November","MAP","Kerala","0.00","0.00"
"2012-13","November","MOP","Kerala","29000.00","11066.26"
"2012-13","November","NPK","Kerala","30000.00","11405.07"
"2012-13","November","TSP","Kerala","0.00","3140.15"
"2012-13","November","UREA","Kerala","23000.00","724.50"
"2012-13","November","DAP","Lakshadeeep","0.00","0.00"
"2012-13","November","MAP","Lakshadeeep","0.00","0.00"
"2012-13","November","MOP","Lakshadeeep","0.00","0.00"
"2012-13","November","NPK","Lakshadeeep","0.00","0.00"
"2012-13","November","TSP","Lakshadeeep","0.00","0.00"
"2012-13","November","UREA","Lakshadeeep","0.00","0.00"
"2012-13","November","DAP","Madhya Pradesh","213070.00","184680.15"
"2012-13","November","MAP","Madhya Pradesh","0.00","0.00"
"2012-13","November","MOP","Madhya Pradesh","18960.00","19838.55"
"2012-13","November","NPK","Madhya Pradesh","93460.00","29343.60"
"2012-13","November","TSP","Madhya Pradesh","0.00","8443.85"
"2012-13","November","UREA","Madhya Pradesh","378420.00","27632.20"
"2012-13","November","DAP","Maharastra","112000.00","99887.09"
"2012-13","November","MAP","Maharastra","0.00","54.50"
"2012-13","November","MOP","Maharastra","52000.00","92524.05"
"2012-13","November","NPK","Maharastra","195000.00","115008.50"
"2012-13","November","TSP","Maharastra","0.00","0.00"
"2012-13","November","UREA","Maharastra","210000.00","36010.79"
"2012-13","November","DAP","Manipur","900.00","0.00"
"2012-13","November","MAP","Manipur","0.00","0.00"
"2012-13","November","MOP","Manipur","600.00","0.00"
"2012-13","November","NPK","Manipur","0.00","0.00"
"2012-13","November","TSP","Manipur","0.00","0.00"
"2012-13","November","UREA","Manipur","1300.00","0.00"
"2012-13","November","DAP","Megalaya","250.00","0.00"
"2012-13","November","MAP","Megalaya","0.00","0.00"
"2012-13","November","MOP","Megalaya","30.00","0.00"
"2012-13","November","NPK","Megalaya","0.00","0.00"
"2012-13","November","TSP","Megalaya","0.00","0.00"
"2012-13","November","UREA","Megalaya","200.00","0.00"
"2012-13","November","DAP","Mizoram","40.00","0.00"
"2012-13","November","MAP","Mizoram","0.00","0.00"
"2012-13","November","MOP","Mizoram","60.00","0.00"
"2012-13","November","NPK","Mizoram","0.00","0.00"
"2012-13","November","TSP","Mizoram","0.00","0.00"
"2012-13","November","UREA","Mizoram","140.00","0.00"
"2012-13","November","DAP","Nagaland","120.00","0.00"
"2012-13","November","MAP","Nagaland","0.00","0.00"
"2012-13","November","MOP","Nagaland","40.00","0.00"
"2012-13","November","NPK","Nagaland","40.00","0.00"
"2012-13","November","TSP","Nagaland","0.00","0.00"
"2012-13","November","UREA","Nagaland","170.00","0.00"
"2012-13","November","DAP","Odisha","10000.00","8588.25"
"2012-13","November","MAP","Odisha","0.00","0.00"
"2012-13","November","MOP","Odisha","10000.00","11178.70"
"2012-13","November","NPK","Odisha","10000.00","27240.55"
"2012-13","November","TSP","Odisha","0.00","0.00"
"2012-13","November","UREA","Odisha","17000.00","20673.70"
"2012-13","November","DAP","Pondicherry","500.00","25.00"
"2012-13","November","MAP","Pondicherry","0.00","0.00"
"2012-13","November","MOP","Pondicherry","500.00","0.00"
"2012-13","November","NPK","Pondicherry","1660.00","1519.80"
"2012-13","November","TSP","Pondicherry","0.00","0.00"
"2012-13","November","UREA","Pondicherry","1500.00","45.00"
"2012-13","November","DAP","Punjab","60000.00","77033.25"
"2012-13","November","MAP","Punjab","0.00","0.00"
"2012-13","November","MOP","Punjab","15000.00","9569.30"
"2012-13","November","NPK","Punjab","25000.00","1237.00"
"2012-13","November","TSP","Punjab","0.00","3355.30"
"2012-13","November","UREA","Punjab","300000.00","3868.45"
"2012-13","November","DAP","Rajasthan","81440.00","47505.57"
"2012-13","November","MAP","Rajasthan","0.00","0.00"
"2012-13","November","MOP","Rajasthan","6280.00","5344.21"
"2012-13","November","NPK","Rajasthan","14970.00","3203.15"
"2012-13","November","TSP","Rajasthan","0.00","3526.25"
"2012-13","November","UREA","Rajasthan","205000.00","661.64"
"2012-13","November","DAP","Sikkim","0.00","0.00"
"2012-13","November","MAP","Sikkim","0.00","0.00"
"2012-13","November","MOP","Sikkim","0.00","0.00"
"2012-13","November","NPK","Sikkim","0.00","0.00"
"2012-13","November","TSP","Sikkim","0.00","0.00"
"2012-13","November","UREA","Sikkim","0.00","0.00"
"2012-13","November","DAP","Tamil Nadu","55000.00","27231.50"
"2012-13","November","MAP","Tamil Nadu","0.00","0.00"
"2012-13","November","MOP","Tamil Nadu","80000.00","8687.05"
"2012-13","November","NPK","Tamil Nadu","84030.00","22442.25"
"2012-13","November","TSP","Tamil Nadu","0.00","0.00"
"2012-13","November","UREA","Tamil Nadu","172000.00","1841.20"
"2012-13","November","DAP","Tripura","580.00","0.00"
"2012-13","November","MAP","Tripura","0.00","0.00"
"2012-13","November","MOP","Tripura","3050.00","-12.40"
"2012-13","November","NPK","Tripura","0.00","0.00"
"2012-13","November","TSP","Tripura","0.00","0.00"
"2012-13","November","UREA","Tripura","4420.00","0.00"
"2012-13","November","DAP","Uttar Pradesh","400000.00","221468.05"
"2012-13","November","MAP","Uttar Pradesh","0.00","0.00"
"2012-13","November","MOP","Uttar Pradesh","45000.00","8423.60"
"2012-13","November","NPK","Uttar Pradesh","175000.00","73687.55"
"2012-13","November","TSP","Uttar Pradesh","0.00","16125.25"
"2012-13","November","UREA","Uttar Pradesh","650000.00","72633.35"
"2012-13","November","DAP","Uttaranchal","2500.00","1035.75"
"2012-13","November","MAP","Uttaranchal","0.00","0.00"
"2012-13","November","MOP","Uttaranchal","2000.00","0.00"
"2012-13","November","NPK","Uttaranchal","8500.00","2170.20"
"2012-13","November","TSP","Uttaranchal","0.00","0.00"
"2012-13","November","UREA","Uttaranchal","16000.00","3435.30"
"2012-13","November","DAP","West Bengal","29480.00","30050.04"
"2012-13","November","MAP","West Bengal","0.00","0.00"
"2012-13","November","MOP","West Bengal","37030.00","9174.45"
"2012-13","November","NPK","West Bengal","71210.00","42631.71"
"2012-13","November","TSP","West Bengal","0.00","7377.55"
"2012-13","November","UREA","West Bengal","108000.00","20565.05"
"2012-13","December","DAP","Andaman & Nicobar","600.00","0.00"
"2012-13","December","MAP","Andaman & Nicobar","0.00","0.00"
"2012-13","December","MOP","Andaman & Nicobar","0.00","0.00"
"2012-13","December","NPK","Andaman & Nicobar","0.00","0.00"
"2012-13","December","TSP","Andaman & Nicobar","0.00","0.00"
"2012-13","December","UREA","Andaman & Nicobar","0.00","0.00"
"2012-13","December","DAP","Andhra Pradesh","125000.00","110443.15"
"2012-13","December","MAP","Andhra Pradesh","0.00","17.85"
"2012-13","December","MOP","Andhra Pradesh","75000.00","56121.26"
"2012-13","December","NPK","Andhra Pradesh","325000.00","207214.58"
"2012-13","December","TSP","Andhra Pradesh","0.00","0.00"
"2012-13","December","UREA","Andhra Pradesh","350000.00","80048.13"
"2012-13","December","DAP","Arunachal Pradesh","60.00","0.00"
"2012-13","December","MAP","Arunachal Pradesh","0.00","0.00"
"2012-13","December","MOP","Arunachal Pradesh","30.00","0.00"
"2012-13","December","NPK","Arunachal Pradesh","0.00","0.00"
"2012-13","December","TSP","Arunachal Pradesh","0.00","0.00"
"2012-13","December","UREA","Arunachal Pradesh","50.00","0.00"
"2012-13","December","DAP","Assam","8400.00","3609.60"
"2012-13","December","MAP","Assam","0.00","0.00"
"2012-13","December","MOP","Assam","18900.00","14536.95"
"2012-13","December","NPK","Assam","4200.00","2237.85"
"2012-13","December","TSP","Assam","0.00","0.00"
"2012-13","December","UREA","Assam","37000.00","7134.70"
"2012-13","December","DAP","Bihar","50000.00","101174.15"
"2012-13","December","MAP","Bihar","0.00","71.65"
"2012-13","December","MOP","Bihar","30000.00","18937.70"
"2012-13","December","NPK","Bihar","45000.00","36304.45"
"2012-13","December","TSP","Bihar","0.00","7673.75"
"2012-13","December","UREA","Bihar","270000.00","27864.05"
"2012-13","December","DAP","Chandigarh","0.00","0.00"
"2012-13","December","MAP","Chandigarh","0.00","0.00"
"2012-13","December","MOP","Chandigarh","0.00","0.00"
"2012-13","December","NPK","Chandigarh","0.00","0.00"
"2012-13","December","TSP","Chandigarh","0.00","0.00"
"2012-13","December","UREA","Chandigarh","0.00","0.00"
"2012-13","December","DAP","Chattishgarh","20000.00","36439.25"
"2012-13","December","MAP","Chattishgarh","0.00","0.00"
"2012-13","December","MOP","Chattishgarh","11000.00","15839.00"
"2012-13","December","NPK","Chattishgarh","10000.00","11879.85"
"2012-13","December","TSP","Chattishgarh","0.00","3858.25"
"2012-13","December","UREA","Chattishgarh","40000.00","23299.90"
"2012-13","December","DAP","Dadra & Nagar Haveli","50.00","8.65"
"2012-13","December","MAP","Dadra & Nagar Haveli","0.00","0.00"
"2012-13","December","MOP","Dadra & Nagar Haveli","20.00","0.00"
"2012-13","December","NPK","Dadra & Nagar Haveli","0.00","0.00"
"2012-13","December","TSP","Dadra & Nagar Haveli","0.00","0.00"
"2012-13","December","UREA","Dadra & Nagar Haveli","70.00","0.75"
"2012-13","December","DAP","Daman & Diu","0.00","0.00"
"2012-13","December","MAP","Daman & Diu","0.00","0.00"
"2012-13","December","MOP","Daman & Diu","0.00","0.00"
"2012-13","December","NPK","Daman & Diu","0.00","0.00"
"2012-13","December","TSP","Daman & Diu","0.00","0.00"
"2012-13","December","UREA","Daman & Diu","0.00","0.00"
"2012-13","December","DAP","Delhi","500.00","0.00"
"2012-13","December","MAP","Delhi","0.00","0.00"
"2012-13","December","MOP","Delhi","200.00","0.00"
"2012-13","December","NPK","Delhi","300.00","0.00"
"2012-13","December","TSP","Delhi","0.00","0.00"
"2012-13","December","UREA","Delhi","1500.00","0.00"
"2012-13","December","DAP","Goa","350.00","0.00"
"2012-13","December","MAP","Goa","0.00","0.00"
"2012-13","December","MOP","Goa","50.00","0.00"
"2012-13","December","NPK","Goa","610.00","20.00"
"2012-13","December","TSP","Goa","0.00","0.00"
"2012-13","December","UREA","Goa","700.00","0.00"
"2012-13","December","DAP","Gujarat","70000.00","48665.23"
"2012-13","December","MAP","Gujarat","0.00","0.00"
"2012-13","December","MOP","Gujarat","21000.00","2683.50"
"2012-13","December","NPK","Gujarat","46200.00","36612.44"
"2012-13","December","TSP","Gujarat","0.00","6313.85"
"2012-13","December","UREA","Gujarat","250000.00","37364.44"
"2012-13","December","DAP","Harayana","25000.00","71699.00"
"2012-13","December","MAP","Harayana","0.00","0.00"
"2012-13","December","MOP","Harayana","5000.00","3089.85"
"2012-13","December","NPK","Harayana","10000.00","4788.95"
"2012-13","December","TSP","Harayana","0.00","0.00"
"2012-13","December","UREA","Harayana","300000.00","11941.60"
"2012-13","December","DAP","Himachal Pradesh","0.00","0.00"
"2012-13","December","MAP","Himachal Pradesh","0.00","0.00"
"2012-13","December","MOP","Himachal Pradesh","0.00","119.00"
"2012-13","December","NPK","Himachal Pradesh","10000.00","88.70"
"2012-13","December","TSP","Himachal Pradesh","0.00","0.00"
"2012-13","December","UREA","Himachal Pradesh","10000.00","192.65"
"2012-13","December","DAP","Jammu & Kashmir","11600.00","7047.65"
"2012-13","December","MAP","Jammu & Kashmir","0.00","0.00"
"2012-13","December","MOP","Jammu & Kashmir","6020.00","3446.70"
